Year,Month,Day,CS_DHI,CS_DNI,CS_GHI,DHI,DNI,GHI
2016,8,7,51.666666666666664,451.2083333333333,330.25,140.25,120.16666666666667,203.375
2016,8,8,54.916666666666664,425.4583333333333,325.875,103.70833333333333,273.2083333333333,279.9583333333333
2016,8,9,68.83333333333333,394.9166666666667,316.125,83.95833333333333,298.0,266.2083333333333
2016,8,10,63.625,394.4166666666667,316.25,89.58333333333333,328.0833333333333,294.5
2016,8,11,63.041666666666664,392.1666666666667,309.7916666666667,81.91666666666667,203.125,209.5
2016,8,12,62.916666666666664,389.375,308.4166666666667,123.79166666666667,87.33333333333333,168.70833333333334
2016,8,13,44.291666666666664,456.125,325.4166666666667,56.25,387.0833333333333,310.125
2016,8,14,48.375,444.875,321.2083333333333,117.08333333333333,274.375,263.4583333333333
2016,8,15,49.875,432.8333333333333,317.375,141.625,137.125,227.04166666666666
2016,8,16,57.375,403.625,306.75,70.95833333333333,340.0416666666667,289.8333333333333
2016,8,17,56.375,397.6666666666667,305.9166666666667,80.29166666666667,284.7083333333333,270.125
2016,8,18,55.208333333333336,406.5416666666667,305.5,57.708333333333336,390.625,302.0833333333333
2016,8,19,51.0,412.125,305.5416666666667,67.79166666666667,356.25,286.9166666666667
